ssc_percentage,hsc_percentage,cgpa,backlogs,branch,programming_skill,projects,internship,aptitude_score,communication_skills,mock_interviews,placed
63.70761961280168,65.29437336956298,5.570478924439667,0,EE,6,5,1,72.69290116176361,8,7,0
54.39524513028727,82.61450471879427,5.756234143674673,4,ECE,1,2,0,57.01043141625637,9,0,0
80.79048619304706,52.94103533595241,6.126584649756175,0,CE,7,5,1,96.90550933248957,7,0,1
69.80686221828206,64.18806520237746,6.2548333067014905,0,EE,7,5,0,90.54784641013451,3,5,0
55.49172056801505,74.27710815689018,9.25308028920569,0,CE,10,0,0,83.3424104579679,7,4,1
72.28296095500716,85.58254241775336,7.806113941412624,3,ECE,7,2,0,44.679631984564544,6,8,0
51.54748345018483,64.34386263194315,7.616954556871832,0,EE,10,0,1,46.36780115854117,2,6,1
90.91941809354519,78.16511193966541,5.573844359346087,0,ECE,1,4,0,69.56688075189734,3,1,1
61.64509917200076,89.86899867062843,9.300698466747175,1,CSE,4,5,1,49.64280095145914,10,6,1
79.8135027959292,77.7138434682037,8.614071516042419,1,ECE,7,4,1,98.69592781176844,10,2,1
64.02699842402349,60.48317636391352,5.338341809500008,0,CE,9,2,0,49.511214041644564,5,0,0
73.40306095300149,51.09803517004421,8.539175486148842,0,ME,5,5,0,69.24807012783845,10,10,0
74.60196257044758,89.15444932554185,7.717691086713231,0,ECE,2,4,1,61.84726341049033,4,7,1
58.318450498648716,50.95712348826742,5.408626728733891,0,ME,7,3,0,78.36318528724587,2,2,0
93.63130824940514,89.36157527078898,7.291503207643283,0,CSE,10,1,1,47.742184533365496,4,10,1
84.88097705125016,73.80217103122453,7.423481435650235,0,EE,1,5,0,65.81898568254346,8,7,1
92.27745237038852,92.25804643308032,5.828872700816379,0,EE,7,1,0,56.482301968428615,5,6,1
90.26723076924421,85.94524560981495,9.728490735001412,0,ME,6,0,1,93.26509148030128,5,1,1
76.90549904649883,94.90703497400018,9.24987685740331,0,EE,7,4,0,42.43514272808171,10,0,1
91.48434057604027,65.78203169532696,8.345111686645541,3,ECE,10,0,0,94.82364964038756,3,6,0
53.98216259233638,84.52347300190071,7.311477805003036,0,ME,3,5,0,89.97964831318002,8,0,1
58.81922880886153,68.0868911124159,7.058827707922543,0,CE,3,1,0,57.854242986448924,6,5,0
52.035228000974215,71.59440291367589,8.25486733575477,0,ECE,7,1,0,87.35743928062628,2,10,1
64.63986488434689,78.23774584482666,7.727159347034528,3,ECE,2,4,1,41.872813620324855,2,9,1
67.49047803602669,89.31547013838525,5.311365529409428,0,ECE,1,5,0,98.01193301760361,9,10,0
62.210706429825315,94.28375611396828,7.562513243851658,0,CE,9,3,0,71.59569655538736,7,9,1
87.29318791183681,84.57230362390331,9.032018086164197,0,CSE,9,3,1,58.19686156392672,10,7,1
66.05389970121152,68.79950519753002,7.296199387984791,0,EE,7,4,0,61.754992755680625,9,6,0
62.642052935932135,68.96106510246815,5.259782887771342,0,ME,7,5,0,43.98432120762984,6,3,0
74.42132374212119,83.19120357150013,8.931390996920165,0,CSE,3,4,1,99.36097084252235,5,0,1
56.34159012386432,60.74497155957361,6.006818910679872,0,ME,10,5,1,42.35751670904155,1,0,1
86.09886413393178,54.97133509091276,6.293104174440193,3,EE,2,0,0,79.29442738887154,6,3,0
53.35477896558969,65.95799709383495,5.823531767161479,0,CE,7,4,1,66.56415566238749,6,4,0
94.40991214702328,62.92575462443368,6.651075324357487,0,ECE,9,5,0,96.9349730913229,3,6,1
84.75101461834959,63.33386542051956,8.783757528443175,1,ECE,1,3,1,54.75998441840771,3,3,1
58.94220566903776,60.51234879724595,7.5969292975196865,0,CE,4,5,0,71.92520943628068,3,9,1
50.24849527056211,51.89419353363628,6.024406370753563,0,CSE,6,5,0,68.94137251496518,3,0,0
86.69576428046753,50.80432706300362,9.389150390760204,0,CSE,7,4,0,82.17198664300608,7,10,0
81.80858047314277,94.44750753812141,9.397909274757646,0,ME,10,0,0,44.08061391714523,10,9,1
82.80532256184443,69.2497910181138,9.352892125230035,2,CE,7,0,0,51.62734780140129,2,6,0
84.70716560086757,67.29469912218568,6.193981056907696,3,CSE,10,0,1,52.87388920557099,10,1,0
53.33200932803407,80.58412772118814,7.25619672090494,0,CE,2,0,0,84.28904529050138,10,10,0
66.13095778449227,59.82142495392789,9.924948280704376,0,EE,4,2,0,51.348321779604404,2,1,1
55.21410767863084,92.74825327776014,8.860062381549952,3,ECE,5,4,0,74.40950583345861,3,7,1
88.83965416440171,85.38552564869984,5.135837106127799,1,ECE,1,1,0,52.91462923005722,10,9,0
78.04841570724011,54.023495104051676,5.32602295630246,2,ECE,1,4,1,91.69749700503871,7,9,0
64.89041111836922,68.79113491032177,7.319656884061664,0,CE,10,2,0,96.53112726937832,3,9,1
52.860125762871064,89.56032384029741,9.5461010293078,0,CE,3,0,0,71.10957849653443,7,4,1
63.9942044772048,92.51294100311347,7.693508989763571,1,ME,10,2,0,61.1385330525507,9,9,1
64.63324949120361,71.03306800624414,7.489062540171451,0,ECE,3,3,1,54.04346650104995,10,1,0
82.83227802521289,77.60351251448185,5.527368499783153,0,ME,8,3,0,42.986860091382624,4,4,0
78.69008621098459,57.51652757414338,8.28390052362147,0,ECE,9,4,0,56.11000457184972,7,7,1
89.9245734159347,94.60258817616395,9.110515803001128,0,ME,1,4,0,79.25414679671908,9,5,1
71.24967163228771,60.42522656225495,6.902100037537812,0,ME,2,1,0,72.01701587855266,8,2,0
55.38174106722358,92.42292983608066,8.878059254626638,0,EE,10,1,0,96.64247669685565,8,7,1
82.09601542503478,79.23409920465659,9.822383269504058,3,ME,2,3,1,63.776635749502034,9,8,1
84.23532718776039,77.34815576954867,6.018832295638445,0,CE,4,0,1,81.63180053970368,5,4,1
75.25747389062732,73.0709829957429,7.6166481559737065,1,ME,2,2,1,69.35936484850728,5,1,1
84.69352309795525,60.380141527299145,6.435689790422877,0,ECE,7,1,0,70.7545729554527,3,1,0
72.22080183639758,57.94376144024787,8.964272095169196,0,ME,9,5,0,56.066458876247054,5,6,0
73.52297732218973,59.92187940815789,7.887966829405787,3,CSE,7,1,0,67.29704661051998,8,0,0
69.23934582613474,58.38972179649146,8.172912087751518,0,ECE,6,0,1,68.24709982076243,5,9,1
51.143860703484286,85.0813013105039,8.98957079807947,0,CSE,10,0,0,82.39855130493603,4,1,1
54.8551142146987,65.75563666250285,6.979852363312275,0,ECE,1,4,1,96.43839995116683,8,9,1
51.41431335590304,52.60292044535284,9.575450342035216,0,CE,10,2,0,59.759276648950255,7,3,1
78.63846850687011,93.60961835633651,7.6651443362307,1,CE,9,0,0,42.5320281148779,6,0,1
64.1460191484347,89.77036482335416,5.7897741141767405,2,CE,5,1,0,69.77770753003838,5,3,0
72.88568110241162,91.74885274378458,8.479495590844012,0,CSE,5,1,0,72.66767992895012,5,10,1
90.84049132667418,94.77085201908959,8.966306752191272,0,EE,6,3,1,50.106433067914914,10,9,1
61.218150311699375,57.825286214876925,6.583808385337633,0,ECE,9,0,1,85.627876376564,2,4,1
68.46723153660334,67.83089085061964,9.285896284993765,1,CE,8,5,0,99.09574650648949,4,8,1
83.9998012344372,84.12073140668411,9.530716273828832,0,ECE,8,4,0,96.74648302050765,8,0,1
60.29591744712301,81.32092781242065,6.3845224368890445,0,CSE,8,2,1,51.82636232941913,8,4,1
53.464095942295685,56.92531578529348,9.91760736357611,0,EE,1,5,1,92.52179439404564,1,1,1
63.03881538111956,86.7124906245778,5.703557640243792,0,CSE,1,4,0,82.26961818470107,2,8,1
57.2549579264302,60.099825732649734,6.01007834201245,0,ECE,8,1,0,67.23079382841469,5,5,0
91.83639435541579,60.07179266701804,5.921124196190131,1,EE,5,5,0,72.43665965948375,9,1,0
86.36541708039877,74.16384903020361,9.469948550039351,0,EE,9,4,0,90.97601049894749,10,2,1
78.50316904296906,76.68229706787665,8.271462761624809,0,CSE,2,1,0,68.8080963783024,7,7,1
89.2157265584473,76.10387935270151,5.760521416111365,2,CE,9,1,0,62.392442146307616,10,0,0
86.16524346046015,54.11690768289897,7.2016170918417455,1,ECE,8,1,0,69.59484958155915,5,2,0
58.395652649871614,89.48573881836711,8.076490125349011,0,ME,9,1,0,74.74778824210296,1,9,1
90.165154932049,61.952001916491774,5.417320424946917,0,ME,4,1,0,51.34465922670093,6,0,0
74.27040088620429,55.828171457726185,9.412081842036693,0,CSE,1,3,1,94.05446381601945,8,10,1
86.33480698238282,89.99366359410396,9.018017677207677,0,ECE,1,5,1,80.45121692977682,7,10,1
90.32410849655719,93.00431742033891,7.526033867883191,0,ECE,5,4,0,77.99613504024933,2,7,1
64.31015637373388,88.79574277694527,9.835633076295853,0,CSE,2,3,1,45.969773570838285,5,0,1
54.95233660374545,86.42822336261952,7.088804896375498,0,ECE,8,3,1,76.25043629035551,4,4,1
60.257082314387375,79.48588912875599,9.920551595182488,1,CE,10,0,0,47.25763973430954,9,3,0
69.21985048818154,74.78858167741127,8.339599994018135,0,CSE,5,0,0,44.721860511723946,10,6,0
86.8106644665122,53.91440419601346,8.173356366269708,0,CE,5,0,1,71.6386537385436,1,4,0
88.73287624653545,68.38039458818145,5.829774476478925,0,ECE,2,2,1,64.1671320427897,6,7,0
50.31284587390358,66.77098326555412,9.40963879152322,3,CSE,7,0,1,75.3286162093734,3,10,1
72.98362861599045,61.68892026921468,7.137448439603076,1,ECE,8,4,1,45.353330083434315,9,0,1
68.78349514169506,82.55390511598632,5.811167028912397,1,CSE,10,3,1,65.85898377083551,5,4,1
59.99485147118286,72.31440807854469,5.063037599878795,1,ECE,1,4,0,50.48720290270948,6,3,0
55.393941530015724,53.64707971584416,7.798778418191913,3,CE,2,5,0,99.226005155447,9,2,0
65.19268271316326,59.90824408774151,7.636998110613382,0,CE,10,0,0,73.66901274611047,9,4,1
92.43093667606337,80.74664436468181,8.596768111845794,0,ECE,4,2,0,81.24621165645203,8,9,0
64.54413194093398,53.42588867706351,9.45129026508901,0,CSE,5,5,1,59.525096840956465,9,2,1
73.34557797845147,88.30431113219458,5.397032923215147,1,ME,2,2,0,45.68433488676065,4,7,0
81.635853150283,72.28159371562884,8.657482451701812,1,CE,1,5,1,98.5522517670122,6,2,1
66.36333210706823,71.62639597969917,5.937059720487911,0,CE,9,3,0,57.17554212299099,5,0,1
93.73019372244323,76.6583503096783,9.29088526578582,0,ME,1,4,0,65.42849111041446,5,8,1
93.310128272395,87.11064346663171,9.09531756930828,0,ECE,4,1,0,78.9918353021545,4,8,1
61.330203312141386,65.65141435559869,7.703968774927722,2,CSE,2,4,0,41.481837861166674,2,5,0
72.37618276515735,80.51072686515786,8.551213993116558,0,ECE,4,0,1,88.61554783103722,6,9,1
63.53952394175464,75.4579383798106,6.571750565918742,0,EE,8,1,1,72.19469140171722,9,0,1
62.81782224698604,62.01627215762396,7.355839494664073,0,CE,8,2,1,56.69303122412933,1,7,1
51.659912630953976,89.53834938598212,9.108184488552357,0,EE,9,3,0,43.69647911754816,7,1,1
77.43039502909537,85.88417097231176,7.296325985866069,2,CE,5,3,0,49.749904928466485,6,8,0
72.62055604529877,79.63033255962915,6.788991326627209,0,CE,7,2,0,93.70203153120622,3,7,1
52.31654380624952,88.27617780924089,7.4710622362515,1,EE,3,0,0,81.16145343615347,1,2,0
62.539090890647515,89.0282390431911,9.141246262186092,0,EE,10,2,1,54.99410329821339,4,4,1
90.87196486849942,81.87633395217657,6.676040236854364,0,ECE,4,5,1,43.93604589670177,9,8,1
60.780285080013755,87.66559977636524,5.868807965678719,0,EE,10,0,1,81.43691874319818,2,0,1
56.52026924410504,81.38621577511776,8.560070101653903,1,ECE,9,1,0,74.34446355806591,3,8,1
72.02537421249033,80.60633472921351,9.12989106354041,0,ECE,10,2,1,64.2711714674941,2,3,1
94.35427043497702,77.83751201968329,5.503187392617667,0,ECE,10,0,0,61.81668695140383,2,3,0
60.89248721801752,83.87224878009386,6.199370563779723,0,CE,1,1,1,53.0088565557465,10,3,1
80.24609963326454,57.13722973818832,5.7098599488049695,3,CE,2,2,0,80.17667539225106,8,9,0
84.27288268979228,89.63918416395178,6.739707057910833,0,EE,5,3,0,98.24008166763224,3,8,0
60.693689479657984,89.23295874853544,7.251754894527063,1,CE,3,2,0,50.54291475020955,7,5,0
82.76973568753368,51.31612773655516,8.744131684816532,0,EE,2,4,1,75.82699720093021,8,10,1
66.5502409723664,87.16175377541433,8.25573792440837,0,CE,1,2,0,65.45110334475856,3,7,0
78.45376237671107,55.79914403630504,8.104642837392156,0,CSE,10,4,0,66.8013233046799,2,3,1
78.50883698424026,65.08034844166139,6.761874733048272,0,CSE,3,1,1,55.248836807668866,8,2,0
74.10986078336413,83.45787153312236,9.2072377654238,0,EE,1,2,0,89.50809253968515,3,0,1
54.063039652448374,57.23419532217387,7.356435836990823,0,CE,1,1,0,69.11533624883447,7,9,0
87.58861230151571,86.80851608535781,9.895524690075773,0,CE,1,1,0,72.60435113189584,1,6,1
64.43510292372811,87.44603800809838,8.170710691478684,2,ECE,8,0,0,58.285654767839546,6,3,1
58.393332967993445,72.83604801923764,5.631323707822514,0,ME,3,1,1,50.90850794001699,9,7,1
51.83488136996438,50.28736422725751,8.380887810377171,1,EE,1,1,1,45.15462329216923,3,2,0
76.59018244347088,62.916715992871076,6.625520077158495,0,ME,7,2,0,82.84714845549496,7,0,0
80.49039628290271,77.7617113269084,8.431635983430487,0,ME,10,2,1,51.77405690127134,6,4,1
50.74645230175353,94.15337801123405,5.348205740812029,0,EE,3,3,0,81.40452125132786,8,1,1
73.04418762346765,78.43160871575007,5.874407185879797,0,CE,8,0,0,63.42258676281723,3,2,0
60.19230988390721,61.69116114788719,9.278686294528931,0,EE,4,1,0,64.94648805937909,3,5,1
79.03277556842525,78.5302566394825,6.135897785117574,0,ME,4,0,0,68.1506497655663,4,2,0
57.846489305224615,74.29934208721349,9.1852056262147,0,CE,5,4,0,62.06251048765259,3,2,1
81.09219821461096,85.09304278180147,6.3963804422720525,0,CSE,6,1,1,46.0371986333554,9,5,1
67.40309058352418,54.814128747213125,8.214409550293539,2,EE,7,0,1,58.577908600170744,4,4,0
92.15284949315306,84.24625561259126,8.470752867549155,1,EE,4,3,0,79.8240616416363,6,9,1
56.1884424865697,74.35699604042496,7.563273765725265,0,CE,8,3,0,79.94706408813227,8,8,0
65.34798579726163,93.33464017365476,6.526553383483656,0,CSE,6,1,1,57.17345843439966,8,0,0
55.10630845582651,65.38424747174088,6.063221881855481,0,CSE,1,4,1,67.60615759346128,5,2,0
91.61121282253532,78.46798519102767,5.165946772812131,0,CE,1,3,1,51.60683368071625,5,2,0
89.48027090214416,91.94126474795078,6.519732006203619,0,ECE,9,3,0,52.62232489179014,6,10,1
61.607373247182004,54.61293775958057,8.265813952656416,0,EE,10,4,1,41.38282530439645,10,5,1
79.69928207153805,92.17528192564029,9.691524092242414,0,EE,6,0,0,93.80479299446468,7,7,1
86.77499900905471,80.9548575035366,9.35602241131526,0,ME,10,3,0,52.64239990449437,10,2,1
74.98403652197581,53.052667659732734,8.830323882676513,0,CE,8,2,0,53.652032616187796,7,2,0
73.83427602602029,63.54336051260673,8.942236716266493,1,ME,7,5,0,56.77608595870791,4,5,1
60.88335309052032,81.86774398903768,8.324924517379976,1,ME,6,5,0,47.64448430172574,6,7,1
54.18962455126547,53.03077706609473,6.3014342878300145,0,CSE,4,3,0,78.35577299088177,7,5,0
90.3747091078997,76.1976707079323,9.535975153529149,2,EE,7,0,0,44.508577190655195,5,9,0
90.51881257234987,65.56473756288305,8.35366155952917,3,ME,9,0,1,48.052145579581016,5,2,0
78.48956557729706,77.94119829953647,7.8022031549022,0,CSE,10,1,0,78.68540359540557,2,3,1
65.25634059719152,52.05839152156308,5.554947346067405,0,CE,10,2,0,60.379637228886565,7,0,0
65.71443085756974,89.21915627685694,7.235277719032127,0,ME,7,0,0,82.47686960207135,6,7,1
82.66800554916077,93.80700361298287,7.301791356009631,3,EE,1,4,1,73.44548468020852,1,3,1
90.36996169786596,93.59950348785611,9.32281804761335,2,ME,10,2,0,55.36127038369078,4,5,1
89.91888909193028,83.73433242843161,7.733241100938942,0,CE,9,5,0,79.04967702935969,3,10,1
85.09439956359307,55.85388080587844,6.902002744852048,0,ME,4,2,0,46.97642081757284,3,2,0
78.89142407694295,84.121843816806,9.884001642553297,0,EE,3,4,1,72.18462298480182,7,10,1
53.7862984247772,51.10641124064607,5.553602966631578,0,CSE,4,3,1,66.22888630270208,10,10,0
57.273292134257616,50.99555981880488,7.112742141559723,0,EE,4,4,0,56.07241496904645,4,5,0
90.43493848371857,64.56245986172935,5.210123375857027,2,CSE,10,4,0,76.24029986437,8,10,0
77.28930768468155,71.98894356820996,8.699520603834651,0,ECE,2,3,1,92.28001554041695,9,8,1
50.41386732274833,84.66833380135068,9.590382760995753,1,EE,1,3,0,99.9342819857846,3,8,0
54.56621942897144,80.74829194729273,6.400186647752447,2,EE,10,3,1,76.46576612460547,5,9,1
79.85757960986251,70.06562178695367,9.291708383995605,1,CE,1,3,0,64.28235245975021,4,2,1
50.22777127307984,62.313199982674966,6.461091152309489,0,ME,8,3,0,53.5124260129721,10,2,0
57.23636231378744,94.870602507097,9.553850808219575,0,CSE,2,4,0,55.4257653637067,6,3,1
74.69302052149638,69.17815860061879,8.76980951798392,0,CSE,10,1,0,68.76729868898593,10,6,1
81.13528389617119,70.3124160948354,9.024533884207193,0,CE,5,1,1,62.03666207684255,4,2,1
79.33825667761703,57.36307195362511,5.090032778002272,0,CE,4,0,1,94.82887135749665,8,9,0
60.09211892572519,85.76642969374683,9.814051785370129,0,ME,8,1,0,62.09772805934257,3,7,1
82.04806496063912,81.21570016016699,8.633354960351616,0,ME,2,5,1,62.40667546872613,5,10,1
60.676208937356,59.93463257549422,6.523755476930667,0,EE,10,1,0,63.01207074603862,1,7,0
64.64298641716705,53.70714705271292,9.146973324294235,0,ECE,9,4,0,90.19721262205948,6,5,1
83.59211323031109,80.62246859336209,6.40760599207465,0,ME,7,3,0,79.04729925081412,5,3,0
79.23348045712466,79.45300464265108,9.363769197830639,1,CE,7,3,1,76.85013101913356,8,10,1
88.215053472238,62.29667871491942,5.562901952059685,1,ME,1,4,1,60.04858134303173,9,10,0
79.59258015351546,92.78886030126847,8.518429887303979,0,CSE,2,5,1,89.07425060994638,8,4,1
75.57388715009623,56.79760513014051,7.703492383224551,0,ECE,4,1,1,42.301831681342065,8,1,1
54.21536455226416,69.45506604691708,5.482672350977204,0,EE,4,4,1,92.24783034028678,3,5,0
66.54721113767451,92.46271640754195,6.2094691412941945,0,CSE,3,0,1,70.76499398763578,4,2,0
61.93410654567764,68.8877292616755,5.062020181386574,0,CSE,7,3,1,63.89501409180477,4,5,1
60.97953395205876,78.73366764488385,7.34383982732253,2,ECE,8,2,1,69.83003684306114,5,4,1
93.78547496386005,67.89174790832574,6.506326303800002,0,EE,2,0,0,80.04493183202987,9,1,0
67.68939761000422,62.339684105690154,7.9917874214887945,0,CE,4,5,0,40.76592559107384,9,4,0
90.1420949829701,94.27899415819226,6.4861890385430865,0,EE,3,0,0,92.29311138749486,10,4,0
78.40123816987683,68.42003028417693,6.499595557534923,0,ME,2,4,0,66.80437151868357,1,8,0
85.76650865937418,90.23446416556105,8.715965993658017,0,CSE,6,1,0,60.577991182004695,8,10,1
72.61866918973365,60.34795726509888,5.240714179891767,0,ME,4,3,0,48.29473393804342,1,7,0
75.96067480818616,59.58971168112875,9.514474975959935,0,CE,6,5,1,66.36792246150652,2,6,1
72.16329622184887,51.40103372980301,9.261319371955906,0,ME,2,5,0,69.77936627706273,7,2,0
58.785934450912,79.32500714191482,8.339023416132033,0,EE,4,2,0,64.21880166960867,8,9,1
82.51034518676774,66.58368546756925,7.966107850536922,0,ME,6,0,0,80.71960562961382,1,3,1
62.63475630983851,88.89612124278366,9.461512490698262,0,CE,5,2,1,65.25379172555355,3,5,1
51.094218489415425,71.29444580112008,5.926650897643572,3,CE,3,1,0,97.6850546707944,7,2,0
79.04625331582255,93.56870425616248,5.394845810954143,0,CE,8,1,0,75.95665106941551,9,10,0
57.9699805733172,58.34864820664045,6.1975508495476905,0,EE,7,2,1,88.44867613911454,8,8,0
92.32063629588114,89.08804255800248,8.972891393500952,0,CE,3,3,1,46.56135418656873,8,7,1
92.92678596511644,84.94685837562838,5.173351333632416,0,CSE,6,1,0,63.83747757675434,9,5,0
91.16889755992018,84.69148300898235,7.914034175417449,0,CE,4,2,0,60.21086208682917,10,3,1
66.657141511495,88.01524526525995,9.97718758095655,0,ME,5,0,0,74.1689432881955,3,6,1
50.69554774379903,84.24607959243495,9.278480469187697,1,ME,5,2,1,91.66681120368554,8,10,1
91.77433531644763,78.17991447341369,7.607228445217947,0,ME,7,2,0,44.7002930657204,1,2,1
69.26828667427915,55.90601949570744,5.318204546433211,0,EE,5,4,0,44.35448788268265,8,9,0
93.49946685696513,51.46367807710634,9.156867571928549,0,ME,3,1,0,91.01906248945593,7,7,1
93.36289896901638,91.4381531517059,7.9948925408860525,2,EE,10,3,0,52.77100516230145,8,0,1
88.3854254960312,77.74926415343322,5.574664985297834,0,EE,5,3,1,80.12519526698883,1,2,1
63.25020014313135,85.84417809392794,5.469286424116781,0,CE,7,4,0,72.57268794164831,6,10,0
67.32939778708663,71.66850581806474,9.548134097182963,0,CSE,5,5,0,89.97361569323377,7,4,1
88.30115021825856,55.27886850330775,8.346001314690392,0,CE,5,3,0,47.50533459018421,5,4,0
64.2614902320325,55.63336064911477,9.146433996583777,0,CE,9,2,0,47.786977943356675,5,9,1
57.62717360087416,80.85043792530371,9.394894501411336,0,EE,3,4,0,73.40910161669845,7,1,1
75.05605681062576,69.36376527047582,7.858861760241611,0,EE,6,0,1,96.78271920150226,3,9,1
92.12696483723514,59.02361270151515,7.587231758775206,0,ME,1,1,1,64.89986550224526,6,7,1
81.32134085037379,72.12175460336466,7.152137051604951,0,ME,10,1,1,59.61652601528169,7,4,1
75.65275265402143,52.88940216838103,6.584732938955597,0,CE,5,1,1,76.40135939187314,1,6,1
54.37294221968458,76.18871308614794,7.172979804293559,2,ECE,8,2,1,95.82691603270186,2,6,1
77.67532520146264,62.1047031995794,8.869398278650781,0,ECE,5,0,0,90.21566997067742,4,4,0
94.55242325469185,85.89015952867346,8.009617155075658,0,ME,9,4,1,99.72901664399319,8,7,1
56.30378068564358,63.96628815156082,9.46261644977423,0,ECE,6,4,1,41.35411499214263,10,8,1
73.32483435636816,70.48490670868105,7.216900071895939,0,ME,8,1,1,46.771488682765735,6,3,1
89.48178823675799,50.52292429586453,8.03544789359377,1,EE,10,0,0,76.56806580199732,1,3,0
83.3345877989392,53.26010995075515,8.156537765459944,0,CE,8,0,0,89.23458636003099,10,7,1
81.36570834478707,67.66221003830081,7.958485811531627,0,CSE,3,0,1,57.11466053840599,5,0,1
81.61178377941991,71.59724756227055,8.51316886542758,0,CE,7,3,1,54.352665282053124,7,3,1
66.17710180488899,77.00092466536867,6.187167341874032,0,ME,7,3,1,87.21854796287205,6,5,1
63.2116329919022,63.12481604191865,7.561818887728953,0,ME,10,1,0,43.382911231193894,9,3,1
86.42125199653312,81.27418487569442,5.521124014041739,0,CE,6,0,0,62.16295885495511,8,5,0
86.45510276056314,88.70550787351421,6.922556638224062,0,ME,7,5,0,70.34855335553979,4,4,1
89.01825433610466,85.09329450020074,7.438335343106322,1,ECE,2,0,1,73.62092046101941,5,8,1
91.09582486504121,51.78284714067607,8.261121297727362,0,ECE,9,4,0,83.71690940756662,7,9,1
73.0104079487422,71.6228126266023,9.752655262931018,1,ME,10,4,0,61.29074340583949,8,8,1
72.56823326092399,54.72185802881787,8.00325533274178,1,ME,10,1,1,76.76106068047643,5,3,1
85.92328305350489,60.89202571381374,8.717969580882798,1,ECE,1,5,0,75.12252536745737,9,3,1
79.24837688499943,94.39981669702159,7.531330297476014,0,ME,1,0,1,72.85696603922483,10,7,1
81.58850947659666,56.4122994305681,8.170520156881658,0,ME,3,5,0,78.42899758853272,4,9,1
85.81067012462455,72.44996690531102,5.354661080668867,1,CE,3,1,1,55.56695026408458,4,3,0
90.05024038179047,77.81700804431536,6.271957904209235,0,CSE,1,4,0,45.07892521507774,8,1,0
